ledger_id,output_table,row_key,field,value,definition,denominator,rounding,source_path,source_sha256,source_record,period_role,population_boundary,claim_class,required_labels
PROT-0080,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,n,1806,Number of evaluable company-year observations.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0081,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,positive_n,442,Number of positive target labels.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0082,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,average_precision,0.515764440711905,"Average precision, historically labelled PR-AUC.",aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0083,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,roc_auc,0.7928703175382492,ROC-AUC.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0084,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,brier_score,0.15367745240128086,Mean squared probabilistic forecast error.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0085,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,f1_frozen_threshold,0.5822050290135397,F1 at the frozen development threshold.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0086,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,precision_frozen_threshold,0.5084459459459459,Precision at the frozen development threshold.,predicted positives,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0087,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,recall_frozen_threshold,0.6809954751131222,Recall at the frozen development threshold.,positive labels,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0088,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,average_precision_ci_lower,0.47013711935634006,Lower 2.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0089,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,average_precision_ci_upper,0.5712382719682441,Upper 97.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0090,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,roc_auc_ci_lower,0.7684161662862681,Lower 2.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0091,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,roc_auc_ci_upper,0.8160983777000038,Upper 97.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0092,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,f1_ci_lower,0.545624836258842,Lower 2.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0093,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,f1_ci_upper,0.6183364832341606,Upper 97.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0094,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,bootstrap_replicates,2000,Requested clustered-bootstrap replicates.,economic_group_id clusters,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0095,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__hist_gradient_boosting__007,bootstrap_valid_replicates,2000,Valid non-degenerate clustered-bootstrap replicates.,requested bootstrap replicates,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[1],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0096,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,year,2021,Feature/prediction year.,not applicable,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0097,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,n,1806,Number of evaluable company-year observations.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0098,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,positive_n,442,Number of positive target labels.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0099,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,average_precision,0.512736442188369,"Average precision, historically labelled PR-AUC.",aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0100,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,roc_auc,0.7793586868539429,ROC-AUC.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0101,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,brier_score,0.15695484376919583,Mean squared probabilistic forecast error.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0102,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,f1_frozen_threshold,0.5573080967402734,F1 at the frozen development threshold.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0103,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,precision_frozen_threshold,0.5206286836935167,Precision at the frozen development threshold.,predicted positives,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0104,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,recall_frozen_threshold,0.5995475113122172,Recall at the frozen development threshold.,positive labels,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0105,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,average_precision_ci_lower,0.46557293958743257,Lower 2.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0106,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,average_precision_ci_upper,0.5664632621979011,Upper 97.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0107,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,roc_auc_ci_lower,0.754696703312482,Lower 2.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0108,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,roc_auc_ci_upper,0.8038896589247291,Upper 97.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0109,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,f1_ci_lower,0.5176876716509002,Lower 2.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0110,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,f1_ci_upper,0.5957906372177758,Upper 97.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0111,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,bootstrap_replicates,2000,Requested clustered-bootstrap replicates.,economic_group_id clusters,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0112,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__pytorch_mlp__epochs_200__003,bootstrap_valid_replicates,2000,Valid non-degenerate clustered-bootstrap replicates.,requested bootstrap replicates,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[3],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0113,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,year,2021,Feature/prediction year.,not applicable,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0114,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,n,1806,Number of evaluable company-year observations.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0115,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,positive_n,442,Number of positive target labels.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0116,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,average_precision,0.554359236336356,"Average precision, historically labelled PR-AUC.",aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0117,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,roc_auc,0.796370138400499,ROC-AUC.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0118,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,brier_score,0.14987431846724852,Mean squared probabilistic forecast error.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0119,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,f1_frozen_threshold,0.5996309963099631,F1 at the frozen development threshold.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0120,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,precision_frozen_threshold,0.5062305295950156,Precision at the frozen development threshold.,predicted positives,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0121,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,recall_frozen_threshold,0.7352941176470589,Recall at the frozen development threshold.,positive labels,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0122,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,average_precision_ci_lower,0.5068368999542874,Lower 2.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0123,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,average_precision_ci_upper,0.6038920421593182,Upper 97.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0124,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,roc_auc_ci_lower,0.7715445575238487,Lower 2.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0125,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,roc_auc_ci_upper,0.819735930378203,Upper 97.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0126,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,f1_ci_lower,0.5637427452483555,Lower 2.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0127,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,f1_ci_upper,0.6336500434784303,Upper 97.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0128,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,bootstrap_replicates,2000,Requested clustered-bootstrap replicates.,economic_group_id clusters,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0129,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__random_forest__003,bootstrap_valid_replicates,2000,Valid non-degenerate clustered-bootstrap replicates.,requested bootstrap replicates,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[2],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0130,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__rbf_svm__004,year,2021,Feature/prediction year.,not applicable,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[4],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0131,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__rbf_svm__004,n,1806,Number of evaluable company-year observations.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[4],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0132,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__rbf_svm__004,positive_n,442,Number of positive target labels.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[4],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0133,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__rbf_svm__004,average_precision,0.5191429523529831,"Average precision, historically labelled PR-AUC.",aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[4],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0134,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__rbf_svm__004,roc_auc,0.7709823383447671,ROC-AUC.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[4],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
PROT-0135,tables/02_protected_period_metrics.csv,spent_development|2021|model_stage_v1__coarse__rbf_svm__004,brier_score,0.161980251136348,Mean squared probabilistic forecast error.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/spent_report_v1_0_0.json,0d0716380e58345d9d80f70015b42f6fadd211a069dde0fed3eed4e439ccc86c,metric_rows[4],spent_development,design-exposed/spent development,secondary_design_exposed_spent_development,secondary spent-development; design-exposed; not independent validation
